Pitch motor $u_\theta$ [V],Yaw motor $u_\psi$ [V],Pitch angle $\theta$ [rad],Yaw angle $\psi$ [rad],Sample time $\Delta t$ [s]
1.4509,0.72329,-0.30428,1.2326,
1.4509,0.72329,-0.314,1.2537,
1.4509,0.72329,-0.30914,1.2383,
1.4509,0.72329,-0.30873,1.2513,
1.4509,0.72329,-0.29942,1.231,
1.4509,0.72329,-0.29983,1.2424,
1.4509,0.72329,-0.29861,1.2399,
1.4509,0.72329,-0.297,1.244,
1.4509,0.72329,-0.30833,1.2658,
1.4509,0.72329,-0.30469,1.2529,
1.4509,0.72329,-0.29821,1.2448,
1.4509,0.72329,-0.30954,1.2626,
1.4509,0.72329,-0.30752,1.2675,
1.4509,0.72329,-0.30671,1.2699,
1.4509,0.72329,-0.29659,1.2464,
1.4509,0.72329,-0.30185,1.2666,
1.4509,0.72329,-0.29861,1.2618,
1.4509,0.72329,-0.30428,1.2594,
1.4509,0.72329,-0.30145,1.2675,
1.4509,0.72329,-0.29821,1.2634,
1.4509,0.72329,-0.30307,1.2747,
1.4509,0.72329,-0.29457,1.261,
1.4509,0.72329,-0.2978,1.2723,
1.4509,0.72329,-0.29942,1.2804,
1.4509,0.72329,-0.29092,1.2561,
1.4509,0.72329,-0.30023,1.2683,
1.4509,0.72329,-0.29376,1.2577,
1.4509,0.72329,-0.29173,1.2585,
1.4509,0.72329,-0.29983,1.282,
1.4509,0.72329,-0.29011,1.2642,
1.4509,0.72329,-0.2893,1.2634,
1.4509,0.72329,-0.28809,1.261,
1.4509,0.72329,-0.29133,1.2715,
1.4509,0.72329,-0.297,1.2861,
1.4509,0.72329,-0.29295,1.2893,
1.4509,0.72329,-0.29295,1.2861,
1.4509,0.72329,-0.29052,1.2901,
1.4509,0.72329,-0.27918,1.2691,
1.4509,0.72329,-0.29092,1.2885,
1.4509,0.72329,-0.28242,1.2739,
1.4509,0.72329,-0.28445,1.2861,
1.4509,0.72329,-0.29173,1.2974,
1.4509,0.72329,-0.27878,1.2788,
1.4509,0.72329,-0.29011,1.3031,
1.4509,0.72329,-0.28768,1.299,
1.4509,0.72329,-0.28647,1.2966,
1.4509,0.72329,-0.27311,1.278,
1.4509,0.72329,-0.27918,1.3039,
1.4509,0.72329,-0.27271,1.2909,
1.4509,0.72329,-0.27837,1.3039,
1.4509,0.72329,-0.28202,1.316,
1.4509,0.72329,-0.27999,1.312,
1.4509,0.72329,-0.27676,1.299,
1.4509,0.72329,-0.28445,1.3071,
1.4509,0.72329,-0.27028,1.2982,
1.4509,0.72329,-0.2719,1.3096,
1.4509,0.72329,-0.27473,1.3266,
1.4509,0.72329,-0.26906,1.3063,
1.4509,0.72329,-0.26825,1.3039,
1.4509,0.72329,-0.27433,1.3298,
1.4509,0.72329,-0.26218,1.3063,
1.4509,0.72329,-0.27392,1.3217,
1.4509,0.72329,-0.26097,1.3128,
1.4509,0.72329,-0.26259,1.3176,
1.4509,0.72329,-0.26178,1.3136,
1.4509,0.72329,-0.27392,1.333,
1.4509,0.72329,-0.27271,1.3379,
1.4509,0.72329,-0.26421,1.3225,
1.4509,0.72329,-0.26502,1.35,
1.4509,0.72329,-0.25732,1.3314,
1.4509,0.72329,-0.25449,1.329,
1.4509,0.72329,-0.26299,1.3516,
1.4509,0.72329,-0.26785,1.3452,
1.4509,0.72329,-0.25975,1.3355,
1.4509,0.72329,-0.26502,1.3419,
1.4509,0.72329,-0.26744,1.3557,
1.4509,0.72329,-0.26299,1.363,
1.4509,0.72329,-0.25935,1.367,
1.4509,0.72329,-0.25247,1.3476,
1.4509,0.72329,-0.26056,1.3622,
1.4509,0.72329,-0.26178,1.3597,
1.4509,0.72329,-0.25368,1.3638,
1.4509,0.72329,-0.26137,1.3735,
1.4509,0.72329,-0.25449,1.3824,
1.4509,0.72329,-0.24437,1.367,
1.4509,0.72329,-0.24478,1.3687,
1.4509,0.72329,-0.25044,1.3857,
1.4509,0.72329,-0.25206,1.3784,
1.4509,0.72329,-0.2468,1.3751,
1.4509,0.72329,-0.24235,1.3743,
1.4509,0.72329,-0.24437,1.3784,
1.4509,0.72329,-0.24559,1.3808,
1.4509,0.72329,-0.25085,1.3994,
1.4509,0.72329,-0.2472,1.3873,
1.4509,0.72329,-0.25044,1.3994,
1.4509,0.72329,-0.23789,1.3897,
1.4509,0.72329,-0.24963,1.4091,
1.4509,0.72329,-0.24599,1.4027,
1.4509,0.72329,-0.23992,1.3954,
1.4509,0.72329,-0.24882,1.4156,
1.4509,0.72329,-0.24275,1.4099,
1.4509,0.72329,-0.24801,1.4245,
1.4509,0.72329,-0.24113,1.4124,
1.4509,0.72329,-0.23708,1.4116,
1.4509,0.72329,-0.24275,1.4286,
1.4509,0.72329,-0.24194,1.4261,
1.4509,0.72329,-0.24478,1.4367,
1.4509,0.72329,-0.24801,1.4496,
1.4509,0.72329,-0.2468,1.4528,
1.4509,0.72329,-0.2383,1.4407,
1.4509,0.72329,-0.2387,1.4472,
1.4509,0.72329,-0.24316,1.452,
1.4509,0.72329,-0.23425,1.4423,
1.4509,0.72329,-0.24235,1.4553,
1.4509,0.72329,-0.24073,1.4666,
1.4509,0.72329,-0.23992,1.4626,
1.4509,0.72329,-0.23992,1.4634,
1.4509,0.72329,-0.22939,1.4496,
1.4509,0.72329,-0.2387,1.4609,
1.4509,0.72329,-0.23749,1.4779,
1.4509,0.72329,-0.24073,1.4893,
1.4509,0.72329,-0.23789,1.4804,
1.4509,0.72329,-0.23344,1.4674,
1.4509,0.72329,-0.23304,1.4739,
1.4509,0.72329,-0.23992,1.4982,
1.4509,0.72329,-0.23061,1.4707,
1.4509,0.72329,-0.23587,1.4958,
1.4509,0.72329,-0.22818,1.5063,
1.4509,0.72329,-0.23506,1.5136,
1.4509,0.72329,-0.22858,1.5152,
1.4509,0.72329,-0.22413,1.5071,
1.4509,0.72329,-0.22696,1.5136,
1.4509,0.72329,-0.23708,1.529,
1.4509,0.72329,-0.22656,1.5257,
1.4509,0.72329,-0.23425,1.5484,
1.4509,0.72329,-0.22373,1.52,
1.4509,0.72329,-0.2298,1.5379,
1.4509,0.72329,-0.23466,1.5516,
1.4509,0.72329,-0.22616,1.5379,
1.4509,0.72329,-0.22454,1.5354,
1.4509,0.72329,-0.23142,1.5646,
1.4509,0.72329,-0.23425,1.563,
1.4509,0.72329,-0.23587,1.5735,
1.4509,0.72329,-0.22413,1.5581,
1.4509,0.72329,-0.22413,1.5565,
1.4509,0.72329,-0.22858,1.5686,
1.4509,0.72329,-0.22373,1.5702,
1.4509,0.72329,-0.23587,1.5994,
1.4509,0.72329,-0.23142,1.5889,
1.4509,0.72329,-0.23101,1.5986,
1.4509,0.72329,-0.22899,1.5937,
1.4509,0.72329,-0.23061,1.6042,
1.4509,0.72329,-0.22413,1.5921,
1.4509,0.72329,-0.23628,1.6156,
1.4509,0.72329,-0.22616,1.5986,
1.4509,0.72329,-0.2302,1.6188,
1.4509,0.72329,-0.22737,1.6277,
1.4509,0.72329,-0.22616,1.6318,
1.4509,0.72329,-0.21887,1.6188,
1.4509,0.72329,-0.22373,1.6318,
1.4509,0.72329,-0.23101,1.6407,
1.4509,0.72329,-0.2217,1.631,
1.4509,0.72329,-0.22049,1.6342,
1.4509,0.72329,-0.22656,1.6528,
1.4509,0.72329,-0.22696,1.6577,
1.4509,0.72329,-0.22373,1.6561,
1.4509,0.72329,-0.22858,1.669,
1.4509,0.72329,-0.22818,1.6633,
1.4509,0.72329,-0.22413,1.6682,
1.4509,0.72329,-0.21927,1.6569,
1.4509,0.72329,-0.2213,1.6739,
1.4509,0.72329,-0.22535,1.6957,
1.4509,0.72329,-0.22373,1.6933,
1.4509,0.72329,-0.22656,1.7095,
1.4509,0.72329,-0.22818,1.716,
1.4509,0.72329,-0.23101,1.7184,
1.4509,0.72329,-0.22292,1.7022,
1.4509,0.72329,-0.23101,1.7233,
1.4509,0.72329,-0.22616,1.72,
1.4509,0.72329,-0.22656,1.7281,
1.4509,0.72329,-0.22292,1.7273,
1.4509,0.72329,-0.22899,1.7354,
1.4509,0.72329,-0.23061,1.7443,
1.4509,0.72329,-0.21887,1.7273,
1.4509,0.72329,-0.22696,1.7492,
1.4509,0.72329,-0.22211,1.7443,
1.4509,0.72329,-0.22858,1.7629,
1.4509,0.72329,-0.22696,1.7597,
1.4509,0.72329,-0.22737,1.7621,
1.4509,0.72329,-0.2298,1.7718,
1.4509,0.72329,-0.22535,1.767,
1.4509,0.72329,-0.21927,1.7654,
1.4509,0.72329,-0.22575,1.7807,
1.4509,0.72329,-0.23142,1.7896,
1.4509,0.72329,-0.22211,1.784,
1.4509,0.72329,-0.22737,1.7969,
1.4509,0.72329,-0.22535,1.8018,
1.4509,0.72329,-0.2217,1.7985,
1.4509,0.72329,-0.2213,1.7953,
1.4509,0.72329,-0.22373,1.8083,
1.4509,0.72329,-0.2302,1.8253,
1.4509,0.72329,-0.22089,1.8083,
1.4509,0.72329,-0.2298,1.8382,
1.4509,0.72329,-0.22413,1.8269,
1.4509,0.72329,-0.2302,1.8382,
1.4509,0.72329,-0.22332,1.8334,
1.4509,0.72329,-0.22535,1.8406,
1.4509,0.72329,-0.22211,1.8334,
1.4509,0.72329,-0.22049,1.8415,
1.4509,0.72329,-0.22535,1.8536,
1.4509,0.72329,-0.22777,1.8593,
1.4509,0.72329,-0.22535,1.8649,
1.4509,0.72329,-0.22899,1.873,
1.4509,0.72329,-0.22373,1.8617,
1.4509,0.72329,-0.22616,1.8803,
1.4509,0.72329,-0.22616,1.8787,
1.4509,0.72329,-0.21806,1.8706,
1.4509,0.72329,-0.21887,1.9014,
1.4509,0.72329,-0.2132,1.8989,
1.4509,0.72329,-0.21644,1.9087,
1.4509,0.72329,-0.22211,1.92,
1.4509,0.72329,-0.21523,1.9111,
1.4509,0.72329,-0.21806,1.9232,
1.4509,0.72329,-0.21927,1.9248,
1.4509,0.72329,-0.21887,1.937,
1.4509,0.72329,-0.22251,1.9451,
1.4509,0.72329,-0.21685,1.9459,
1.4509,0.72329,-0.21846,1.9499,
1.4509,0.72329,-0.21563,1.941,
1.4509,0.72329,-0.21239,1.9475,
1.4509,0.72329,-0.22332,1.975,
1.4509,0.72329,-0.21118,1.9605,
1.4509,0.72329,-0.22292,1.9807,
1.4509,0.72329,-0.21685,1.9702,
1.4509,0.72329,-0.22575,1.9969,
1.4509,0.72329,-0.21482,1.9815,
1.4509,0.72329,-0.21604,1.9945,
1.4509,0.72329,-0.21361,1.9864,
1.4509,0.72329,-0.21846,1.9953,
1.4509,0.72329,-0.2128,1.9969,
1.4509,0.72329,-0.22332,2.0285,
1.4509,0.72329,-0.21118,2.0099,
1.4509,0.72329,-0.22008,2.039,
1.4509,0.72329,-0.21806,2.0447,
1.4509,0.72329,-0.21604,2.0382,
1.4509,0.72329,-0.21725,2.0471,
1.4509,0.72329,-0.21685,2.0552,
1.4509,0.72329,-0.21765,2.0649,
1.4509,0.72329,-0.21037,2.0576,
1.4509,0.72329,-0.20592,2.0447,
1.4509,0.72329,-0.20551,2.0576,
1.4509,0.72329,-0.2132,2.0706,
1.4509,0.72329,-0.21685,2.0762,
1.4509,0.72329,-0.21927,2.094,
1.4509,0.72329,-0.21199,2.0892,
1.4509,0.72329,-0.21725,2.1005,
1.4509,0.72329,-0.20592,2.0835,
1.4509,0.72329,-0.20834,2.086,
1.4509,0.72329,-0.21118,2.1013,
1.4509,0.72329,-0.21927,2.124,
1.4509,0.72329,-0.20956,2.1111,
1.4509,0.72329,-0.21199,2.1442,
1.4509,0.72329,-0.20308,2.1353,
1.4509,0.72329,-0.20025,2.1329,
1.4509,0.72329,-0.2047,2.1499,
1.4509,0.72329,-0.20592,2.1588,
1.4509,0.72329,-0.20996,2.1669,
1.4509,0.72329,-0.20187,2.1572,
1.4509,0.72329,-0.19944,2.1645,
1.4509,0.72329,-0.20349,2.1734,
1.4509,0.72329,-0.21199,2.1912,
1.4509,0.72329,-0.20187,2.1823,
1.4509,0.72329,-0.20794,2.1928,
1.4509,0.72329,-0.20794,2.2009,
1.4509,0.72329,-0.20389,2.1977,
1.4509,0.72329,-0.20268,2.2058,
1.4509,0.72329,-0.21199,2.2228,
1.4509,0.72329,-0.20632,2.222,
1.4509,0.72329,-0.19903,2.205,
1.4509,0.72329,-0.20713,2.2268,
1.4509,0.72329,-0.20996,2.2495,
1.4509,0.72329,-0.2132,2.2487,
1.4509,0.72329,-0.20268,2.239,
1.4509,1.4202,-0.19701,2.2657,
1.4509,1.4202,-0.20227,2.2884,
1.4509,1.4202,-0.20227,2.2884,
1.4509,1.4202,-0.19458,2.2705,
1.4509,1.4202,-0.1958,2.2851,
1.4509,1.4202,-0.20308,2.2908,
1.4509,1.4202,-0.19458,2.2948,
1.4509,1.4202,-0.20308,2.3029,
1.4509,1.4202,-0.20511,2.3175,
1.4509,1.4202,-0.20106,2.3134,
1.4509,1.4202,-0.20349,2.3159,
1.4509,1.4202,-0.20673,2.3232,
1.4509,1.4202,-0.19215,2.3134,
1.4509,1.4202,-0.20187,2.3458,
1.4509,1.4202,-0.19458,2.328,
1.4509,1.4202,-0.20592,2.3434,
1.4509,1.4202,-0.19539,2.3337,
1.4509,1.4202,-0.19863,2.3442,
1.4509,1.4202,-0.20308,2.3507,
1.4509,1.4202,-0.1958,2.3523,
1.4509,1.4202,-0.20753,2.3693,
1.4509,1.4202,-0.19944,2.3701,
1.4509,1.4202,-0.19418,2.3555,
1.4509,1.4202,-0.20349,2.396,
1.4509,1.4202,-0.20673,2.3936,
1.4509,1.4202,-0.20308,2.3871,
1.4509,1.4202,-0.19903,2.3928,
1.4509,1.4202,-0.19499,2.3774,
1.4509,1.4202,-0.20187,2.4066,
1.4509,1.4202,-0.2128,2.4057,
1.4509,1.4202,-0.2132,2.4049,
1.4509,1.4202,-0.20673,2.4098,
1.4509,1.4202,-0.20996,2.4001,
1.4509,1.4202,-0.20511,2.3944,
1.4509,1.4202,-0.20106,2.4057,
1.4509,1.4202,-0.21077,2.4187,
1.4509,1.4202,-0.20227,2.4049,
1.4509,1.4202,-0.20268,2.4033,
1.4509,1.4202,-0.20592,2.409,
1.4509,1.4202,-0.20511,2.4179,
1.4509,1.4202,-0.20187,2.4098,
1.4509,1.4202,-0.19984,2.4001,
1.4509,1.4202,-0.2128,2.4114,
1.4509,1.4202,-0.21199,2.409,
1.4509,1.4202,-0.21199,2.4195,
1.4509,1.4202,-0.21644,2.413,
1.4509,1.4202,-0.21604,2.4195,
1.4509,1.4202,-0.21239,2.4082,
1.4509,1.4202,-0.21806,2.4146,
1.4509,1.4202,-0.21037,2.4066,
1.4509,1.4202,-0.21239,2.4082,
1.4509,1.4202,-0.21725,2.4187,
1.4509,1.4202,-0.21077,2.4066,
1.4509,1.4202,-0.21927,2.4163,
1.4509,1.4202,-0.20713,2.4009,
1.4509,1.4202,-0.21523,2.4122,
1.4509,1.4202,-0.21482,2.4203,
1.4509,1.4202,-0.2213,2.4203,
1.4509,1.4202,-0.22575,2.4171,
1.4509,1.4202,-0.2128,2.409,
1.4509,1.4202,-0.21442,2.4106,
1.4509,1.4202,-0.22251,2.4195,
1.4509,1.4202,-0.21604,2.4049,
1.4509,1.4202,-0.21482,2.4025,
1.4509,1.4202,-0.21765,2.3952,
1.4509,1.4202,-0.21442,2.3993,
1.4509,1.4202,-0.21806,2.4074,
1.4509,1.4202,-0.21158,2.3928,
1.4509,1.4202,-0.2217,2.4009,
1.4509,1.4202,-0.22899,2.4074,
1.4509,1.4202,-0.22049,2.3912,
1.4509,1.4202,-0.22777,2.4001,
1.4509,1.4202,-0.21765,2.392,
1.4509,1.4202,-0.21765,2.3912,
1.4509,1.4202,-0.22696,2.3993,
1.4509,1.4202,-0.22656,2.3985,
1.4509,1.4202,-0.22777,2.4001,
1.4509,1.4202,-0.23304,2.4066,
1.4509,1.4202,-0.22737,2.3798,
1.4509,1.4202,-0.22413,2.375,
1.4509,1.4202,-0.22858,2.3815,
1.4509,1.4202,-0.22696,2.379,
1.4509,1.4202,-0.22373,2.379,
1.4509,1.4202,-0.22696,2.379,
1.4509,1.4202,-0.22696,2.379,
1.4509,1.4202,-0.23466,2.3896,
1.4509,1.4202,-0.23344,2.3871,
1.4509,1.4202,-0.22696,2.379,
1.4509,1.4202,-0.22454,2.375,
1.4509,1.4202,-0.23344,2.3798,
1.4509,1.4202,-0.22939,2.3766,
1.4509,1.4202,-0.23223,2.3863,
1.4509,1.4202,-0.24275,2.3928,
1.4509,1.4202,-0.23466,2.3904,
1.4509,1.4202,-0.23344,2.3677,
1.4509,1.4202,-0.23061,2.3701,
1.4509,1.4202,-0.23587,2.3701,
1.4509,1.4202,-0.23304,2.375,
1.4509,1.4202,-0.23547,2.3815,
1.4509,1.4202,-0.23789,2.3726,
1.4509,1.4202,-0.24316,2.3742,
1.4509,1.4202,-0.24235,2.3709,
1.4509,1.4202,-0.23911,2.3669,
1.4509,1.4202,-0.2472,2.3782,
1.4509,1.4202,-0.24154,2.3806,
1.4509,1.4202,-0.2468,2.3766,
1.4509,1.4202,-0.24356,2.3847,
1.4509,1.4202,-0.23951,2.3669,
1.4509,1.4202,-0.23708,2.3628,
1.4509,1.4202,-0.24397,2.3726,
1.4509,1.4202,-0.2472,2.3823,
1.4509,1.4202,-0.23668,2.3604,
1.4509,1.4202,-0.24235,2.3588,
1.4509,1.4202,-0.23911,2.3555,
1.4509,1.4202,-0.25085,2.3734,
1.4509,1.4202,-0.25004,2.3604,
1.4509,1.4202,-0.24235,2.3515,
1.4509,1.4202,-0.24882,2.3596,
1.4509,1.4202,-0.2464,2.3653,
1.4509,1.4202,-0.24154,2.3539,
1.4509,1.4202,-0.25571,2.3693,
1.4509,1.4202,-0.24356,2.3523,
1.4509,1.4202,-0.24478,2.3531,
1.4509,1.4202,-0.24275,2.3402,
1.4509,1.4202,-0.24842,2.3588,
1.4509,1.4202,-0.24275,2.345,
1.4509,1.4202,-0.25328,2.3531,
1.4509,1.4202,-0.25206,2.3515,
1.4509,1.4202,-0.26016,2.3555,
1.4509,1.4202,-0.25125,2.3531,
1.4509,1.4202,-0.25004,2.3483,
1.4509,1.4202,-0.24882,2.3385,
1.4509,1.4202,-0.25287,2.345,
1.4509,1.4202,-0.25166,2.3434,
1.4509,1.4202,-0.26178,2.358,
1.4509,1.4202,-0.25611,2.3604,
1.4509,1.4202,-0.25044,2.3483,
1.4509,1.4202,-0.25611,2.3499,
1.4509,1.4202,-0.25125,2.3288,
1.4509,1.4202,-0.25894,2.3483,
1.4509,1.4202,-0.25692,2.3385,
1.4509,1.4202,-0.25409,2.3337,
1.4509,1.4202,-0.25368,2.3442,
1.4509,1.4202,-0.25004,2.3361,
1.4509,1.4202,-0.25611,2.3361,
1.4509,1.4202,-0.24882,2.3256,
1.4509,1.4202,-0.25611,2.3499,
1.4509,1.4202,-0.25975,2.341,
1.4509,1.4202,-0.25854,2.3402,
1.4509,1.4202,-0.25773,2.3377,
1.4509,1.4202,-0.25085,2.3167,
1.4509,1.4202,-0.25206,2.3191,
1.4509,1.4202,-0.24882,2.3224,
1.4509,1.4202,-0.24761,2.3183,
1.4509,1.4202,-0.25692,2.3264,
1.4509,1.4202,-0.25368,2.3321,
1.4509,1.4202,-0.26056,2.3313,
1.4509,1.4202,-0.24882,2.3143,
1.4509,1.4202,-0.25854,2.3272,
1.4509,1.4202,-0.25692,2.3256,
1.4509,1.4202,-0.24923,2.3143,
1.4509,1.4202,-0.25611,2.3377,
1.4509,1.4202,-0.25368,2.3199,
1.4509,1.4202,-0.24842,2.3086,
1.4509,1.4202,-0.25287,2.3167,
1.4509,1.4202,-0.25044,2.3126,
1.4509,1.4202,-0.25044,2.3037,
1.4509,1.4202,-0.2553,2.311,
1.4509,1.4202,-0.25206,2.307,
1.4509,1.4202,-0.25449,2.3215,
1.4509,1.4202,-0.25813,2.324,
1.4509,1.4202,-0.26056,2.3183,
1.4509,1.4202,-0.26137,2.3199,
1.4509,1.4202,-0.25247,2.307,
1.4509,1.4202,-0.25328,2.3078,
1.4509,1.4202,-0.25732,2.3013,
1.4509,1.4202,-0.25571,2.2997,
1.4509,1.4202,-0.24963,2.2908,
1.4509,1.4202,-0.25166,2.2932,
1.4509,1.4202,-0.25773,2.3029,
1.4509,1.4202,-0.25894,2.3045,
1.4509,1.4202,-0.25854,2.3045,
1.4509,1.4202,-0.2549,2.3078,
1.4509,1.4202,-0.24599,2.3021,
1.4509,1.4202,-0.24397,2.2916,
1.4509,1.4202,-0.24437,2.2811,
1.4509,1.4202,-0.2468,2.2827,
1.4509,1.4202,-0.24559,2.2819,
1.4509,1.4202,-0.24437,2.2786,
1.4509,1.4202,-0.24316,2.277,
1.4509,1.4202,-0.25085,2.3013,
1.4509,1.4202,-0.25287,2.2924,
1.4509,1.4202,-0.24599,2.2827,
1.4509,1.4202,-0.25287,2.294,
1.4509,1.4202,-0.25206,2.2924,
1.4509,1.4202,-0.25449,2.2956,
1.4509,1.4202,-0.24923,2.2867,
1.4509,1.4202,-0.25044,2.3029,
1.4509,1.4202,-0.24599,2.2827,
1.4509,1.4202,-0.2464,2.2924,
1.4509,1.4202,-0.24316,2.2803,
1.4509,1.4202,-0.24801,2.2738,
1.4509,1.4202,-0.24801,2.2843,
1.4509,1.4202,-0.25368,2.2819,
1.4509,1.4202,-0.2472,2.2714,
1.4509,1.4202,-0.25125,2.2786,
1.4509,1.4202,-0.25409,2.2835,
1.4509,1.4202,-0.24518,2.2762,
1.4509,1.4202,-0.25247,2.2794,
1.4509,1.4202,-0.25571,2.2859,
1.4509,1.4202,-0.25449,2.2835,
1.4509,1.4202,-0.24437,2.2681,
1.4509,1.4202,-0.25328,2.2875,
1.4509,1.4202,-0.24882,2.2746,
1.4509,1.4202,-0.24154,2.2608,
1.4509,1.4202,-0.24923,2.2633,
1.4509,1.4202,-0.25368,2.2697,
1.4509,1.4202,-0.24599,2.2576,
1.4509,1.4202,-0.24478,2.2552,
1.4509,1.4202,-0.24316,2.26,
1.4509,1.4202,-0.25287,2.2762,
1.4509,1.4202,-0.24275,2.2527,
1.4509,1.4202,-0.24356,2.2543,
1.4509,1.4202,-0.2549,2.2722,
1.4509,1.4202,-0.24923,2.2633,
1.4509,1.4202,-0.24437,2.2543,
1.4509,1.4202,-0.24842,2.2714,
1.4509,1.4202,-0.24761,2.26,
1.4509,1.4202,-0.24235,2.2422,
1.4509,1.4202,-0.25368,2.2584,
1.4509,1.4202,-0.24882,2.26,
1.4509,1.4202,-0.24842,2.2487,
1.4509,1.4202,-0.25166,2.2543,
1.4509,1.4202,-0.24842,2.2487,
1.4509,1.4202,-0.25287,2.256,
1.4509,1.4202,-0.25206,2.256,
1.4509,1.4202,-0.25125,2.2552,
1.4509,1.4202,-0.24801,2.2584,
1.4509,1.4202,-0.24923,2.2608,
1.4509,1.4202,-0.25287,2.256,
1.4509,1.4202,-0.25287,2.2568,
1.4509,1.4202,-0.25328,2.2576,
1.4509,1.4202,-0.25247,2.2471,
1.4509,1.4202,-0.25692,2.2649,
1.4509,1.4202,-0.26016,2.2592,
1.4509,1.4202,-0.25692,2.2535,
1.4509,1.4202,-0.25004,2.239,
1.4509,1.4202,-0.24801,2.2309,
1.4509,1.4202,-0.25287,2.243,
1.4509,1.4202,-0.24963,2.2284,
1.4509,1.4202,-0.25732,2.2422,
1.4509,1.4202,-0.24801,2.2333,
1.4509,1.4202,-0.25247,2.2341,
1.4509,1.4202,-0.25692,2.2527,
1.4509,1.4202,-0.25975,2.2471,
1.4509,1.4202,-0.25004,2.2365,
1.4509,1.4202,-0.25247,2.2341,
1.4509,1.4202,-0.2549,2.2373,
1.4509,1.4202,-0.26097,2.2479,
1.4509,1.4202,-0.25975,2.2511,
1.4509,1.4202,-0.25449,2.2382,
1.4509,1.4202,-0.2549,2.2479,
1.4509,1.4202,-0.2549,2.2373,
1.4509,1.4202,-0.25571,2.2293,
1.4509,1.4202,-0.26178,2.2365,
1.4509,1.4202,-0.25773,2.2406,
1.4509,1.4202,-0.25206,2.222,
1.4509,1.4202,-0.25125,2.2203,
1.4509,1.4202,-0.25894,2.2317,
1.4509,1.4202,-0.25571,2.2373,
1.4509,1.4202,-0.26056,2.2349,
1.4509,1.4202,-0.25044,2.2171,
1.4509,1.4202,-0.26583,2.2341,
1.4509,1.4202,-0.26704,2.2365,
1.4509,1.4202,-0.26583,2.2333,
1.4509,1.4202,-0.25813,2.222,
1.4509,1.4202,-0.25975,2.2236,
1.4509,1.4202,-0.2638,2.2276,
1.4509,1.4202,-0.26502,2.2195,
1.4509,1.4202,-0.2549,2.2106,
1.4509,1.4202,-0.26704,2.2268,
1.4509,1.4202,-0.2553,2.2025,
1.4509,1.4202,-0.26056,2.2131,
1.4509,1.4202,-0.25854,2.209,
1.4509,1.4202,-0.25854,2.2074,
1.4509,1.4202,-0.26421,2.2179,
1.4509,1.4202,-0.26542,2.2212,
1.4509,1.4202,-0.26704,2.2268,
1.4509,1.4202,-0.26299,2.2179,
1.4509,1.4202,-0.26583,2.2276,
1.4509,1.4202,-0.25732,2.2074,
1.4509,1.4202,-0.25692,2.2058,
1.4509,1.4202,-0.25571,2.2058,
1.4509,1.4202,-0.26502,2.209,
1.4509,1.4202,-0.26299,2.205,
1.4509,1.4202,-0.2723,2.2147,
1.4509,1.4202,-0.26825,2.2131,
1.4509,1.4202,-0.26785,2.2025,
1.4509,1.4202,-0.27109,2.2082,
1.4509,1.4202,-0.26866,2.2147,
1.4509,1.4202,-0.26259,2.1928,
1.4509,1.4202,-0.27149,2.209,
1.4509,1.4202,-0.27028,2.2058,
1.4509,1.4202,-0.2719,2.2147,
1.4509,1.4202,-0.26744,2.2114,
1.4509,1.4202,-0.26664,2.2106,
1.4509,1.4202,-0.26664,2.2009,
1.4509,1.4202,-0.26097,2.1791,
1.4509,1.4202,-0.26623,2.188,
1.4509,1.4202,-0.26987,2.1936,
1.4509,1.4202,-0.2634,2.1896,
1.4509,1.4202,-0.26664,2.1977,
1.4509,1.4202,-0.26097,2.1799,
1.4509,1.4202,-0.27028,2.1944,
1.4509,1.4202,-0.27028,2.1952,
1.4509,1.4202,-0.26987,2.1904,
1.4509,1.4202,-0.27028,2.1839,
1.4509,1.4202,-0.2719,2.1855,
1.4509,1.4202,-0.27109,2.1823,
1.4509,1.4202,-0.27149,2.1831,
1.4509,1.4202,-0.26664,2.1685,
1.4509,1.4202,-0.26664,2.1702,
1.4509,1.4202,-0.2719,2.1742,
1.4509,1.4202,-0.27756,2.1839,
1.4509,1.4202,-0.27635,2.1928,
1.4509,1.4202,-0.2723,2.175,
1.4509,1.4202,-0.26866,2.1782,
1.4509,1.4202,-0.27311,2.1774,
1.4509,1.4202,-0.27028,2.1799,
1.4509,1.4202,-0.2723,2.1847,
1.4509,1.4202,-0.27837,2.1782,
1.4509,1.4202,-0.27797,2.1726,
1.4509,1.4202,-0.27149,2.1726,
1.4509,1.4202,-0.27392,2.1661,
1.4509,1.4202,-0.27756,2.1726,
1.4509,1.4202,-0.27271,2.1653,
1.4509,1.4202,-0.2719,2.1548,
1.4509,1.4202,-0.28404,2.1799,
1.4509,1.4202,-0.28283,2.1726,
1.4509,1.4202,-0.2808,2.1677,
1.4509,1.4202,-0.27635,2.1685,
1.4509,1.4202,-0.27676,2.1685,
1.4509,1.4202,-0.27797,2.1637,
1.4509,1.4202,-0.28323,2.1702,
1.4509,1.4202,-0.28121,2.1564,
1.4509,1.4202,-0.28242,2.158,
1.4509,1.4202,-0.27352,2.1499,
1.4509,1.4202,-0.2808,2.1556,
1.4509,1.4202,-0.2808,2.1556,
1.4509,1.4202,-0.28121,2.1564,
1.4509,1.4202,-0.28202,2.1596,
1.4509,1.4202,-0.28445,2.1621,
1.4509,1.4202,-0.27352,2.1499,
